id,path,question,a,b,c,d,answer1,answer2,answer3,answer4,answer5,answer
dev_1746.jpg,dev/dev_1746.jpg,사진에 보이는 재활용품 중 플라스틱 재질인 것은 무엇인가요?,투명 비닐봉투,분홍색 비닐봉투,파란색과 흰색이 섞인 플라스틱 용기,검은색 키보드,c,b,c,c,d,c
dev_1747.jpg,dev/dev_1747.jpg,사진에 보이는 재활용 가능한 유리병은 어디에 있나요?,꼬치가 놓인 접시 옆,테이블 위 중앙의 원형 그릴 안,테이블 위 중앙의 원형 그릴 가장자리,테이블 위 오른쪽 끝,c,a,b,b,b,b
dev_1748.jpg,dev/dev_1748.jpg,사진에 보이는 재활용품 중 캔은 몇 개입니까?,1개,2개,3개,없음,a,a,a,b,c,a
dev_1749.jpg,dev/dev_1749.jpg,사진에서 보이는 재활용품은 무엇인가요?,플라스틱 병,유리병,종이 상자,금속 캔,a,b,a,b,b,b
dev_0801.jpg,dev/dev_0801.jpg,사진에 보이는 재활용품 중 플라스틱 재질인 것은 무엇인가요?,투명한 플라스틱 컵과 뚜껑,흰색 종이 그릇,유리병,금속 캔,b,a,a,b,a,a
dev_0802.jpg,dev/dev_0802.jpg,사진에 보이는 재활용 가능한 플라스틱 용기의 개수는 몇 개인가요?,3개,4개,5개,6개,c,d,d,d,d,c
dev_0803.jpg,dev/dev_0803.jpg,사진에 보이는 재활용품 중 종이 재질의 포장지는 몇 개입니까?,1개,2개,3개,4개,a,b,c,a,a,a
dev_0804.jpg,dev/dev_0804.jpg,사진 속 재활용 쓰레기봉투 안에 보이는 캔은 몇 개입니까?,1개,2개,3개,4개,a,b,a,c,c,c
dev_0805.jpg,dev/dev_0805.jpg,사진 속 쓰레기통 안에 보이는 재활용 가능한 품목은 무엇인가요?,플라스틱 포장재,종이컵,유리병,금속캔,a,a,a,b,b,a
dev_0806.jpg,dev/dev_0806.jpg,사진 속 나무 주변에 놓인 재활용품 중 플라스틱 병은 몇 개입니까?,1개,2개,3개,4개,a,a,b,b,b,b
dev_0807.jpg,dev/dev_0807.jpg,사진 속 테이블 위에 있는 재활용 가능한 캔은 몇 개입니까?,1개,2개,3개,4개,d,c,d,d,b,d
dev_0808.jpg,dev/dev_0808.jpg,사진에 보이는 재활용품 중 종이박스는 몇 개입니까?,1개,2개,3개,4개,c,c,c,d,d,c
dev_0809.jpg,dev/dev_0809.jpg,사진에 보이는 재활용품 중 발포 스티로폼 상자의 개수는 몇 개인가요?,3개,4개,5개,6개,c,d,d,d,d,d
dev_0810.jpg,dev/dev_0810.jpg,사진에 보이는 재활용 가능한 플라스틱 병은 몇 개입니까?,1개,2개,3개,4개,c,d,d,d,d,d
dev_0811.jpg,dev/dev_0811.jpg,사진에 보이는 재활용 가능한 종이 상자의 개수는 몇 개인가요?,1개,2개,3개,4개,b,c,c,c,b,c
dev_0813.jpg,dev/dev_0813.jpg,사진 속 재활용품 중 플라스틱 용기는 몇 개 있나요?,1개,2개,3개,4개,b,a,a,a,b,b
dev_0816.jpg,dev/dev_0816.jpg,사진 속 재활용품으로 보이는 포장재는 무엇인가요?,플라스틱 봉지,종이 박스,유리병,금속 캔,b,b,b,a,a,a
dev_0817.jpg,dev/dev_0817.jpg,사진 속 재활용품 중 알루미늄 캔은 몇 개 있나요?,1개,2개,3개,없음,a,b,b,a,a,a
dev_0818.jpg,dev/dev_0818.jpg,사진에 보이는 재활용품 중 캔은 몇 개 있습니까?,1개,2개,3개,4개,b,a,b,b,c,b
dev_0819.jpg,dev/dev_0819.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개인가요?,1개,2개,3개,4개,a,a,a,c,c,a
dev_0820.jpg,dev/dev_0820.jpg,사진에 보이는 용기 중 재활용이 가능한 재질은 무엇인가요?,유리,플라스틱,금속,종이,a,c,b,c,b,b
dev_0821.jpg,dev/dev_0821.jpg,사진 속 재활용함에 들어있는 플라스틱 용기의 뚜껑 색깔은 무엇인가요?,검은색,흰색,빨간색,초록색,a,d,a,a,d,a
dev_0822.jpg,dev/dev_0822.jpg,사진에 보이는 재활용품 중 종이류는 몇 개입니까?,2개,4개,6개,8개,a,b,d,d,d,d
dev_0823.jpg,dev/dev_0823.jpg,사진에 보이는 재활용 가능한 플라스틱 컵의 뚜껑 색상은 무엇인가요?,노란색,분홍색,투명색,파란색,c,c,b,b,b,b
dev_0825.jpg,dev/dev_0825.jpg,사진에 보이는 재활용품 중 캔은 몇 개입니까?,1개,2개,3개,4개,b,a,a,a,a,a
dev_0826.jpg,dev/dev_0826.jpg,사진 속 재활용품 중 플라스틱 병은 몇 개 있나요?,2개,3개,4개,5개,d,d,d,c,c,d
dev_0827.jpg,dev/dev_0827.jpg,사진 속 재활용 망에 담긴 재활용품 중 플라스틱 병은 몇 개입니까?,1개,2개,3개,4개,d,c,a,d,d,d
dev_0828.jpg,dev/dev_0828.jpg,사진에서 재활용 가능한 종이류 쓰레기는 몇 개 보이나요?,1개,2개,3개,4개,a,a,a,a,b,a
dev_0829.jpg,dev/dev_0829.jpg,사진에 보이는 재활용품 중에서 종이상자의 개수는 몇 개입니까?,3개,5개,7개,9개,d,b,b,c,d,d
dev_0830.jpg,dev/dev_0830.jpg,사진에서 보이는 재활용품 중 종이팩은 몇 개입니까?,1개,2개,3개,4개,b,c,b,c,c,c
dev_0831.jpg,dev/dev_0831.jpg,사진에 보이는 재활용 가능한 플라스틱 병은 몇 개입니까?,1개,2개,3개,없음,d,a,d,a,a,a
dev_0832.jpg,dev/dev_0832.jpg,사진에 보이는 재활용 가능한 플라스틱 병은 몇 개입니까?,1개,2개,3개,4개,a,d,d,d,a,d
dev_0833.jpg,dev/dev_0833.jpg,사진 속 책상 위에 있는 재활용 가능한 플라스틱 컵은 몇 개인가요?,1개,2개,3개,4개,a,c,d,c,b,c
dev_0834.jpg,dev/dev_0834.jpg,사진에 보이는 재활용품 중 플라스틱 용기의 개수는 몇 개인가요?,3개,4개,5개,6개,c,d,b,a,c,d
dev_0835.jpg,dev/dev_0835.jpg,사진 속 재활용 가능한 플라스틱 용기는 몇 개입니까?,1개,2개,3개,4개,c,b,d,d,d,d
dev_0836.jpg,dev/dev_0836.jpg,사진에 보이는 재활용품 중 플라스틱 병의 개수는 몇 개인가요?,1개,2개,3개,4개,a,a,a,b,a,b
dev_0837.jpg,dev/dev_0837.jpg,사진에 보이는 재활용품 중 플라스틱 용기는 몇 개인가요?,1개,2개,3개,4개,a,a,b,a,a,a
dev_0838.jpg,dev/dev_0838.jpg,사진 속 재활용 봉투 안에 있는 플라스틱 용기의 개수는 몇 개인가요?,3개,5개,7개,9개,b,d,b,b,b,c
dev_0839.jpg,dev/dev_0839.jpg,책상 위에 있는 재활용 가능한 플라스틱 컵은 몇 개인가요?,2개,3개,4개,5개,b,b,b,c,c,b
dev_0841.jpg,dev/dev_0841.jpg,사진 속 녹색 철제 울타리 아래에 놓여 있는 재활용품은 무엇인가요?,플라스틱 병,종이컵,캔,유리병,b,c,b,b,b,b
dev_0842.jpg,dev/dev_0842.jpg,사진 속 테이블 위에 있는 재활용 가능한 병은 몇 개입니까?,1개,2개,3개,4개,c,c,a,d,c,c
dev_0843.jpg,dev/dev_0843.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개입니까?,1개,2개,3개,4개,a,b,c,a,b,a
dev_0845.jpg,dev/dev_0845.jpg,사진에 보이는 재활용품 중 플라스틱 용기의 개수는 몇 개인가요?,1개,2개,3개,4개,d,d,c,d,d,d
dev_0847.jpg,dev/dev_0847.jpg,사진에 보이는 은색 포장지는 어떤 재질로 분류해야 할까요?,종이,플라스틱,알루미늄(금속),유리,c,a,b,b,b,b
dev_0848.jpg,dev/dev_0848.jpg,사진에서 재활용 가능한 플라스틱 컵은 총 몇 개 있습니까?,2개,3개,4개,5개,b,c,c,c,b,c
dev_0849.jpg,dev/dev_0849.jpg,사진에 보이는 재활용품 중 플라스틱 용기는 몇 개입니까?,1개,2개,3개,4개,b,c,a,a,c,b
dev_0851.jpg,dev/dev_0851.jpg,사진에 보이는 재활용 가능한 플라스틱 포장지는 몇 개입니까?,1개,2개,3개,4개,a,b,c,c,b,c
dev_0852.jpg,dev/dev_0852.jpg,사진 속 쓰레기봉투 안에 보이는 재활용 가능한 플라스틱 병은 몇 개입니까?,1개,2개,3개,4개,b,c,b,b,d,d
dev_0854.jpg,dev/dev_0854.jpg,책상 위에 있는 노란색 용기는 어떤 재질로 만들어진 재활용품인가요?,플라스틱,유리,금속,종이,c,c,c,a,a,c
dev_0855.jpg,dev/dev_0855.jpg,사진에 보이는 재활용 가능한 플라스틱 용기는 몇 개입니까?,1개,2개,3개,4개,c,c,a,a,c,c
dev_0856.jpg,dev/dev_0856.jpg,사진에서 보이는 재활용품 중 종이 상자의 개수는 몇 개인가요?,1개,2개,3개,4개,b,d,c,c,c,d
dev_0858.jpg,dev/dev_0858.jpg,사진 속에서 손에 들고 있는 재활용 가능한 아이템은 무엇인가요?,종이봉투,플라스틱 병,유리병,금속 캔,a,c,a,,a,a
dev_0859.jpg,dev/dev_0859.jpg,사진에 보이는 재활용 가능한 플라스틱 용기는 무엇인가요?,진공 청소기 먼지통,플라스틱 빨대,페트병,플라스틱 컵,a,d,a,a,d,a
dev_0860.jpg,dev/dev_0860.jpg,사진에 보이는 재활용품 중 골판지 상자는 몇 개입니까?,1개,2개,3개,4개,a,b,d,a,c,d
dev_0861.jpg,dev/dev_0861.jpg,사진에 보이는 재활용 가능한 플라스틱 용기의 개수는 몇 개인가요?,1개,2개,3개,4개,d,d,c,d,d,d
dev_0862.jpg,dev/dev_0862.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개입니까?,1개,2개,3개,4개,c,b,d,c,c,d
dev_0863.jpg,dev/dev_0863.jpg,사진 속 재활용 쓰레기 중 플라스틱 컵은 몇 개 있나요?,2개,3개,4개,5개,a,c,d,b,b,b
dev_0864.jpg,dev/dev_0864.jpg,사진 속 재활용품 중 종이 재질의 포장재는 몇 개입니까?,1개,2개,3개,4개,d,d,c,d,c,d
dev_0865.jpg,dev/dev_0865.jpg,사진에 보이는 재활용품 중 플라스틱 용기의 개수는 몇 개인가요?,1개,2개,3개,4개,b,d,a,b,a,a
dev_0866.jpg,dev/dev_0866.jpg,사진에 보이는 재활용품 중 플라스틱 병은 몇 개입니까?,1개,2개,3개,4개,a,b,d,d,b,b
dev_0868.jpg,dev/dev_0868.jpg,사진에 보이는 재활용품 중 발포 스티로폼의 개수는 몇 개인가요?,1개,2개,3개,4개,b,b,c,b,c,a
dev_0870.jpg,dev/dev_0870.jpg,사진에 보이는 재활용품 중 플라스틱 병의 개수는 몇 개인가요?,3개,4개,5개,6개,a,a,a,a,b,a
dev_0871.jpg,dev/dev_0871.jpg,사진 속 재활용 가능한 종이류는 몇 개입니까?,1개,2개,3개,4개,c,d,b,c,c,c
dev_0872.jpg,dev/dev_0872.jpg,사진에서 보이는 재활용 가능한 포장지는 어떤 재질인가요?,종이,플라스틱,알루미늄 호일,유리,c,c,b,b,a,b
dev_0873.jpg,dev/dev_0873.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개입니까?,약 10개,약 15개,약 20개,약 25개,d,d,c,d,d,d
dev_0874.jpg,dev/dev_0874.jpg,사진 속 재활용 가능한 종이 상자의 개수는 몇 개인가요?,1개,2개,3개,4개,b,d,c,d,d,d
dev_0875.jpg,dev/dev_0875.jpg,사진에 보이는 재활용품 중 종이 재질의 포장재는 몇 개입니까?,1개,2개,3개,4개,b,c,b,b,c,c
dev_0876.jpg,dev/dev_0876.jpg,사진에 보이는 재활용 가능한 종이 포장재는 몇 개입니까?,1개,2개,3개,4개,a,b,a,b,d,b
dev_0878.jpg,dev/dev_0878.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개입니까?,1개,2개,3개,4개,d,c,d,c,d,c
dev_0879.jpg,dev/dev_0879.jpg,사진 속 책상 위에 보이는 재활용 가능한 플라스틱 용기는 무엇인가요?,검은색 모자,투명한 비닐봉지,금색 돼지 저금통,파란색 가방,c,c,a,b,c,c
dev_0880.jpg,dev/dev_0880.jpg,사진에 보이는 재활용품 중 금속 재질의 개수는 몇 개인가요?,2개,3개,4개,5개,b,b,c,c,c,c
dev_0882.jpg,dev/dev_0882.jpg,사진에 보이는 재활용품 중 종이상자의 개수는 대략 몇 개입니까?,10개 미만,10개 이상 20개 미만,20개 이상 30개 미만,30개 이상,c,d,d,d,d,d
dev_0883.jpg,dev/dev_0883.jpg,사진 속 재활용품 중 플라스틱 병은 몇 개 보이나요?,1개,2개,3개,4개,a,c,a,d,c,a
dev_0884.jpg,dev/dev_0884.jpg,사진에 보이는 재활용 가능한 플라스틱 용기의 개수는 몇 개인가요?,1개,2개,3개,4개,c,b,b,b,d,b
dev_0885.jpg,dev/dev_0885.jpg,사진에 보이는 재활용 쓰레기 봉투 중 플라스틱 병이 가장 많이 들어있는 봉투는 어느 위치에 있나요?,가장 왼쪽에 있는 봉투,가장 오른쪽에 있는 봉투,가운데에 있는 봉투,맨 앞에 있는 작은 봉투,c,b,a,a,c,c
dev_0886.jpg,dev/dev_0886.jpg,사진 속 재활용 가능한 플라스틱 컵은 몇 개입니까?,1개,2개,3개,4개,a,a,b,a,b,b
dev_0888.jpg,dev/dev_0888.jpg,사진에 보이는 재활용 가능한 음료 용기는 무엇인가요?,플라스틱 병,유리병,알루미늄 캔,종이컵,d,d,c,c,d,d
dev_0889.jpg,dev/dev_0889.jpg,사진에 보이는 재활용 가능한 종이의 개수는 몇 개인가요?,3개,5개,7개,10개,d,a,d,c,d,c
dev_0890.jpg,dev/dev_0890.jpg,사진에 보이는 재활용 가능한 옷걸이의 재질은 무엇인가요?,플라스틱,금속,종이,유리,b,a,a,a,a,a
dev_0891.jpg,dev/dev_0891.jpg,사진 속 테이블 위에 있는 재활용 가능한 플라스틱 컵은 몇 개입니까?,2개,3개,4개,5개,d,c,d,d,c,c
dev_0893.jpg,dev/dev_0893.jpg,사진에 보이는 재활용품 중 종이 재질의 상자는 몇 개입니까?,3개,4개,5개,6개,c,b,d,d,c,d
dev_0894.jpg,dev/dev_0894.jpg,사진에 보이는 재활용품 중 골판지 상자의 상태는 무엇인가요?,골판지 상자가 접혀서 평평하게 놓여 있음,골판지 상자가 펼쳐져 빈 상태로 놓여 있음,골판지 상자가 찢어져서 사용 불가능한 상태임,골판지 상자가 플라스틱으로 코팅되어 있음,b,a,b,a,b,b
dev_0898.jpg,dev/dev_0898.jpg,사진에 보이는 재활용 가능한 플라스틱 포장지는 몇 개입니까?,2개,3개,4개,5개,d,d,d,d,b,c
dev_0900.jpg,dev/dev_0900.jpg,사진 속 재활용품 분리수거함에 가장 많이 보이는 재활용품 종류는 무엇인가요?,플라스틱 병,스티로폼 용기,유리병,종이 상자,a,b,a,b,a,a
dev_0901.jpg,dev/dev_0901.jpg,사진에 보이는 재활용품 중 종이 재질의 상자는 몇 개입니까?,3개,4개,5개,6개,b,c,b,c,b,c
dev_0904.jpg,dev/dev_0904.jpg,사진 속 재활용품 중 플라스틱 용기의 개수는 몇 개인가요?,5개,6개,7개,8개,c,c,c,b,d,c
dev_0905.jpg,dev/dev_0905.jpg,사진에 보이는 재활용품 중 종이 재질의 상자는 몇 개입니까?,1개,2개,3개,4개,c,c,c,,d,c
dev_0907.jpg,dev/dev_0907.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 총 몇 개입니까?,2개,3개,4개,5개,d,c,d,c,d,d
dev_0908.jpg,dev/dev_0908.jpg,사진에 보이는 재활용품 중 종이 재질의 상자는 몇 개입니까?,2개,3개,4개,5개,b,d,d,d,d,d
dev_0909.jpg,dev/dev_0909.jpg,사진 속 재활용품 중 종이 재질의 상자는 몇 개 있나요?,1개,2개,3개,4개,c,b,d,d,d,d
dev_0911.jpg,dev/dev_0911.jpg,사진에 보이는 재활용 가능한 플라스틱 병의 개수는 몇 개인가요?,1개,2개,3개,4개,b,c,c,c,b,c
dev_0912.jpg,dev/dev_0912.jpg,사진 속 재활용 상자 안에 들어있는 피자 박스는 몇 개입니까?,1개,2개,3개,4개,b,c,c,c,b,b
dev_0913.jpg,dev/dev_0913.jpg,사진에 보이는 투명 플라스틱 컵은 총 몇 개입니까?,3개,4개,5개,6개,d,d,c,b,a,d
dev_0917.jpg,dev/dev_0917.jpg,사진 속 쓰레기통 안에 있는 재활용품 중 종이 재질인 것은 무엇인가요?,파란색 종이봉투,흰색 플라스틱 용기,분홍색 종이컵 홀더,노란색 비닐봉지,b,a,a,c,a,a
dev_0918.jpg,dev/dev_0918.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개입니까?,1개,2개,3개,4개,a,a,b,a,a,a
dev_0919.jpg,dev/dev_0919.jpg,사진에 보이는 재활용 가능한 플라스틱 용기의 개수는 몇 개인가요?,3개,5개,7개,9개,b,a,c,d,c,c
dev_0920.jpg,dev/dev_0920.jpg,사진에 보이는 재활용품 중 종이 상자의 개수는 몇 개인가요?,5개,8개,11개,14개,b,c,c,b,c,c
dev_0921.jpg,dev/dev_0921.jpg,사진에 보이는 재활용 가능한 금속 용기는 몇 개입니까?,2개,3개,4개,5개,c,b,c,c,c,c
dev_0922.jpg,dev/dev_0922.jpg,책상 위에 있는 재활용 가능한 플라스틱 용기는 몇 개인가요?,1개,2개,3개,4개,a,c,b,b,a,a
dev_0924.jpg,dev/dev_0924.jpg,사진에 보이는 재활용품 중 플라스틱 병의 뚜껑 색깔은 무엇인가요?,초록색,파란색,빨간색,노란색,a,a,a,a,b,a
dev_0925.jpg,dev/dev_0925.jpg,사진에 보이는 재활용 가능한 병의 종류는 무엇인가요?,플라스틱 병,유리 병,금속 캔,종이 상자,a,b,b,d,a,a
dev_0928.jpg,dev/dev_0928.jpg,사진 속 포크의 재질은 무엇인가요?,금속,플라스틱,종이,유리,b,a,a,a,a,a
dev_0930.jpg,dev/dev_0930.jpg,사진에 보이는 재활용 가능한 유리병은 총 몇 개입니까?,7개,8개,9개,10개,c,c,c,d,d,d
dev_0931.jpg,dev/dev_0931.jpg,사진에 보이는 재활용품 중 플라스틱 컵은 총 몇 개입니까?,3개,4개,5개,6개,d,b,d,b,a,d
dev_0932.jpg,dev/dev_0932.jpg,사진에 보이는 투명 플라스틱 컵 중 빨대가 꽂혀 있는 컵은 몇 개입니까?,1개,2개,3개,4개,c,d,c,b,c,c
dev_0933.jpg,dev/dev_0933.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개인가요?,1개,2개,3개,4개,a,a,a,b,a,a
dev_0934.jpg,dev/dev_0934.jpg,사진에 보이는 재활용 가능한 플라스틱 병은 몇 개입니까?,1개,2개,3개,4개,d,d,c,b,c,d
dev_0935.jpg,dev/dev_0935.jpg,이 장면에서 재활용 가능한 플라스틱 용기는 몇 개입니까?,1개,2개,3개,4개,a,a,a,a,b,a
dev_0936.jpg,dev/dev_0936.jpg,사진 속 테이블 위에 놓인 재활용품은 무엇인가요?,플라스틱 병,유리병,종이컵,캔,a,a,d,d,a,a
dev_0937.jpg,dev/dev_0937.jpg,사진에 보이는 우유팩은 몇 개입니까?,1개,2개,3개,4개,b,b,b,c,a,a
dev_0938.jpg,dev/dev_0938.jpg,사진에 보이는 재활용 가능한 플라스틱 포장지는 몇 개입니까?,1개,2개,3개,4개,c,b,b,b,b,b
dev_0939.jpg,dev/dev_0939.jpg,사진에 보이는 재활용 봉투 안에 주로 어떤 재질의 재활용품이 들어있나요?,플라스틱 병과 캔,종이 상자와 종이컵,유리병과 금속 캔,비닐봉투와 음식물 쓰레기,b,c,a,c,a,a
dev_0940.jpg,dev/dev_0940.jpg,사진에 보이는 재활용품 중 종이 재질의 재활용품은 무엇인가요?,파란색 비닐봉지 안의 플라스틱 병,나무 옆에 놓인 종이 상자,바닥에 떨어진 흰색 종이컵,도로 위의 노란색 선,b,a,b,b,c,b
dev_0941.jpg,dev/dev_0941.jpg,사진에 보이는 재활용 가능한 용기의 재질은 무엇인가요?,플라스틱,종이,유리,금속,a,a,a,b,b,b
dev_0942.jpg,dev/dev_0942.jpg,책상 위에 있는 재활용 가능한 플라스틱 병은 몇 개입니까?,1개,2개,3개,없음,b,c,b,b,b,b
dev_0943.jpg,dev/dev_0943.jpg,사진에 보이는 재활용품은 무엇인가요?,플라스틱 컵 뚜껑,종이 조각,유리병,금속 캔,b,b,b,b,a,b
dev_0945.jpg,dev/dev_0945.jpg,사진에 보이는 재활용 가능한 플라스틱 뚜껑의 색깔은 무엇인가요?,흰색,검은색,투명,파란색,d,d,a,a,d,d
dev_0947.jpg,dev/dev_0947.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개인가요?,1개,2개,3개,4개,c,b,b,b,c,b
dev_0948.jpg,dev/dev_0948.jpg,사진 속 재활용품 중 플라스틱 컵은 몇 개 있나요?,1개,2개,3개,4개,a,a,a,b,c,a
dev_0949.jpg,dev/dev_0949.jpg,사진 속에서 재활용 가능한 플라스틱 병의 개수는 몇 개인가요?,1개,2개,3개,없음,a,c,a,c,c,a
dev_0950.jpg,dev/dev_0950.jpg,사진 속 상자 안에 보이는 재활용품은 무엇인가요?,종이컵 받침,플라스틱 병,종이 팩,종이 조각,d,c,d,d,c,d
dev_0951.jpg,dev/dev_0951.jpg,냉장고 안에 있는 재활용 가능한 병과 캔의 개수는 각각 몇 개인가요?,"병 6개, 캔 5개","병 5개, 캔 6개","병 7개, 캔 4개","병 4개, 캔 7개",a,d,b,b,b,b
dev_0952.jpg,dev/dev_0952.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 총 몇 개인가요?,5개,6개,7개,8개,c,b,c,a,a,b
dev_0953.jpg,dev/dev_0953.jpg,사진에 보이는 재활용 가능한 음료 용기는 몇 개입니까?,1개,2개,3개,4개,b,c,b,b,d,b
dev_0955.jpg,dev/dev_0955.jpg,사진에 보이는 와인 병 중에서 2008년 빈티지가 적힌 병은 몇 개인가요?,1개,2개,3개,4개,a,a,b,a,a,a
dev_0956.jpg,dev/dev_0956.jpg,사진에 보이는 재활용품 중 몇 개의 비닐 포장재가 있나요?,1개,2개,3개,4개,c,b,c,b,b,c
dev_0957.jpg,dev/dev_0957.jpg,사진 속 테이블 위에 있는 재활용 가능한 병은 몇 개입니까?,1개,2개,3개,4개,c,a,b,c,d,c
dev_0958.jpg,dev/dev_0958.jpg,사진에 보이는 종이컵 중 뚜껑이 덮여 있는 컵은 몇 개인가요?,뚜껑이 덮여 있는 컵은 1개이다.,뚜껑이 덮여 있는 컵은 2개이다.,뚜껑이 덮여 있는 컵은 3개이다.,뚜껑이 덮여 있는 컵은 없다.,b,d,d,a,d,d
dev_0960.jpg,dev/dev_0960.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개입니까?,1개,2개,3개,4개,b,c,c,b,c,c
dev_0961.jpg,dev/dev_0961.jpg,사진 속에서 재활용 가능한 플라스틱 컵은 몇 개 있나요?,1개,2개,3개,4개,b,b,b,c,c,c
dev_0962.jpg,dev/dev_0962.jpg,사진에 보이는 재활용품 중 플라스틱 용기의 개수는 몇 개인가요?,3개,4개,5개,6개,a,a,d,a,b,a
dev_0965.jpg,dev/dev_0965.jpg,사진 속 컵은 어떤 재질의 재활용품인가요?,종이컵,플라스틱 컵,유리병,금속 캔,a,b,a,b,b,b
dev_0966.jpg,dev/dev_0966.jpg,사진 속 흰색 테이블 위에 놓인 재활용 가능한 플라스틱 컵은 몇 개입니까?,3개,4개,5개,6개,d,d,d,d,c,d
dev_0968.jpg,dev/dev_0968.jpg,사진에 보이는 재활용품 중 플라스틱 병의 개수는 몇 개입니까?,1개,2개,3개,4개,c,c,b,b,c,c
dev_0970.jpg,dev/dev_0970.jpg,사진에 보이는 재활용 가능한 플라스틱 병은 어디에 있나요?,검은색 옷 위에,하얀색 가방 옆에,바닥에,책상 아래에,b,b,a,a,b,b
dev_0971.jpg,dev/dev_0971.jpg,사진에 보이는 재활용 가능한 플라스틱 병은 몇 개입니까?,1개,2개,3개,4개,a,b,a,b,b,b
dev_0973.jpg,dev/dev_0973.jpg,사진에 보이는 재활용품 중 플라스틱 병은 몇 개입니까?,1개,2개,3개,4개,a,a,a,b,b,a
dev_0976.jpg,dev/dev_0976.jpg,사진에 보이는 재활용품 중 플라스틱 컵은 몇 개입니까?,1개,2개,3개,4개,c,c,b,c,b,b
dev_0978.jpg,dev/dev_0978.jpg,사진 속 재활용품 중 종이 재질의 포장지는 몇 개입니까?,1개,2개,3개,4개,a,c,a,b,a,a
dev_0979.jpg,dev/dev_0979.jpg,사진 속 책상 위에 있는 재활용 가능한 플라스틱 병은 몇 개입니까?,1개,2개,3개,4개,b,a,c,c,c,c
dev_0980.jpg,dev/dev_0980.jpg,사진에 보이는 재활용 가능한 음료 용기는 몇 개입니까?,1개,2개,3개,4개,d,c,a,c,d,c
dev_0981.jpg,dev/dev_0981.jpg,사진 속 음료 컵과 젤라토 용기의 재활용 분류는 무엇인가요?,플라스틱과 종이,유리와 금속,플라스틱과 플라스틱,종이와 유리,b,a,a,c,a,a
dev_0982.jpg,dev/dev_0982.jpg,사진에 보이는 재활용품 중 종이 재질의 상자는 몇 개입니까?,1개,2개,3개,4개,d,b,c,c,b,b
dev_0983.jpg,dev/dev_0983.jpg,사진에 보이는 재활용 가능한 포장재는 어떤 재질인가요?,종이,플라스틱,알루미늄 호일,유리,c,c,c,b,c,c
dev_0984.jpg,dev/dev_0984.jpg,사진에 보이는 재활용 가능한 유리병은 몇 개인가요?,1개,2개,3개,4개,b,a,b,b,c,b
dev_0985.jpg,dev/dev_0985.jpg,사진 속 재활용대 위에 놓인 재활용품 중 종이팩은 몇 개입니까?,2개,3개,4개,5개,b,b,a,c,b,b
dev_0987.jpg,dev/dev_0987.jpg,사진에 보이는 재활용 가능한 플라스틱 용기의 개수는 몇 개인가요?,1개,2개,3개,4개,c,c,d,c,d,b
dev_0988.jpg,dev/dev_0988.jpg,사진 속 쓰레기통에 들어있는 재활용 가능한 플라스틱 컵은 몇 개인가요?,2개,3개,4개,5개,d,c,c,c,b,c
dev_0990.jpg,dev/dev_0990.jpg,사진에 보이는 재활용품 중 플라스틱 컵은 몇 개입니까?,1개,2개,3개,4개,a,a,b,a,b,a
dev_0991.jpg,dev/dev_0991.jpg,사진에 보이는 재활용품 중 종이상자의 개수는 몇 개인가요?,1개,2개,3개,4개,b,d,d,c,d,d
dev_0993.jpg,dev/dev_0993.jpg,사진에 보이는 재활용 가능한 플라스틱 바구니는 몇 개입니까?,3개,5개,7개,9개,c,d,c,d,d,d
dev_0994.jpg,dev/dev_0994.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개입니까?,1개,2개,3개,없음,a,b,a,b,a,a
dev_0995.jpg,dev/dev_0995.jpg,사진에 보이는 재활용품 중 플라스틱 용기의 개수는 몇 개인가요?,2개,3개,4개,5개,c,d,b,d,d,d
dev_0997.jpg,dev/dev_0997.jpg,사진에 보이는 재활용품 중 플라스틱 재질의 물건은 무엇인가요?,선풍기,종이박스,금속문,프린터기,d,a,d,d,d,d
dev_0999.jpg,dev/dev_0999.jpg,사진 속 나무 벤치 위에 놓인 재활용 가능한 병은 몇 개입니까?,15개,17개,19개,21개,d,d,b,d,d,d
dev_1001.jpg,dev/dev_1001.jpg,사진 속 흰색 바구니 안에 있는 재활용품 중 플라스틱 병은 몇 개입니까?,1개,2개,3개,4개,b,a,b,b,a,b
dev_1002.jpg,dev/dev_1002.jpg,사진에 보이는 재활용 가능한 플라스틱 용기는 몇 개입니까?,1개,2개,3개,4개,a,b,a,a,a,a
dev_1003.jpg,dev/dev_1003.jpg,사진 속 재활용품 중 알루미늄 포장지는 몇 개입니까?,1개,2개,3개,4개,c,c,a,c,a,c
